,ID,shoe_height,EC_Code,use_RF,Date,Day,Time,scores_differ_but_one,score_differs,Temp_True,SOQ1,SOQ2,SOQ3,SOQ4,SOQ5,SOQ6,SOQ7,SOQ8,Shoe_comfort,Intoxicated,Drinks,Weather,Temp_Think,Cold,Age,Race,Sex_Orient,Heightfeet,Heightinches,Weight,Openshoes,Barelegs,Arms,Shoulders,Cleavage,Openback,Midriff,No_jacket,Jean_rips,Judged_shoe_comfort,Clothes_RF,HG_shoes,SOQ1_R,SOQ2_R,SOQ3_R,SOQ4_R,SOQ7_R,SOQ8_R,Self_Obj,height.just.inches,BMI,filter_$,use_RF_coded,test_1,combined_filter,full_SO,Zshoe_height,white
83,150,2,1,1,1052856:00:00,2,10:45:00.000000,1,1,57,2,5,5,4,2,5,2,5,5,1,0,1,57,5,22,5,1,5,6,158,1,0,0,0,0,0,0,1,0,2,2,2,5,2,2,3,5,2,3.25,66,25.4990817263545,1,NA,NA,1,3.25,0.90628087767522,0
84,154,2,1,1,1052856:00:00,2,10:11:00.000000,1,1,57,4,4,4,6,2,3,6,3,6,1,0,1,60,3,44,1,1,5,3,110,0,0,1,0,0,0,0,0,0,2,1,3,3,3,3,1,1,4,2.5,63,19.4834971025447,1,NA,NA,1,2.5,0.90628087767522,1
85,198,2,1,1,1052856:00:00,2,12:22:00.000000,1,1,56,2,2,3,4,5,4,4,4,3,3,8,2,50,4,32,2,1,5,5,205,1,1,1,1,0,NA,0,1,0,1,5,1,5,5,4,3,3,3,4,65,34.1100591715976,1,NA,NA,1,4,0.90628087767522,0
86,228,2,1,1,1052856:00:00,2,12:05:00.000000,1,1,56,2,3,5,2,5,4,2,2,6,1,1,1,56,2,20,1,2,5,1,121,0,0,1,0,1,0,1,1,0,2,4,2,5,4,2,5,5,5,4.375,61,22.8602526202634,1,NA,NA,1,4.375,0.90628087767522,1
87,230,2,1,1,1052856:00:00,2,11:50:00.000000,1,1,56,1,3,2,2,5,6,1,3,2,1,2,1,60,3,29,1,1,5,3,118,0,1,0,0,1,0,1,0,0,2,3,2,6,4,5,5,6,4,5.125,63,20.9004787100025,1,NA,NA,1,5.125,0.90628087767522,1
88,231,2,1,1,1052856:00:00,2,11:38:00.000000,1,1,56,3,3,5,2,5,6,2,4,6,5,5,1,68,2,21,1,1,5,3,113,1,0,0,0,1,0,0,0,0,2,2,2,4,4,2,5,5,3,4.25,63,20.0148652053414,1,NA,NA,1,4.25,0.90628087767522,1
89,234,2,1,1,1052856:00:00,2,10:45:00.000000,1,1,57,1,6,6,2,2,2,6,4,6,1,1,1,60,4,22,5,1,5,5,206,0,0,0,0,0,0,0,0,0,2,0,2,6,1,1,5,1,3,2.625,65,34.276449704142,1,NA,NA,1,2.625,0.90628087767522,0
90,236,2,0,1,1052856:00:00,2,10:26:00.000000,1,1,56,1,6,6,6,1,1,1,6,6,1,4,1,60,1,45,2,NA,5,9,200,0,1,0,0,0,0,0,0,0,2,1,2,6,1,1,1,6,1,2.25,69,29.5316110060912,1,NA,NA,1,2.25,0.90628087767522,0
91,238,2,1,1,1052856:00:00,2,11:23:00.000000,1,1,56,2,3,3,2,5,2,5,5,6,3,1,1,58,4,20,2,1,5,2,135,1,0,0,0,1,0,0,0,0,2,2,2,5,4,4,5,2,2,3.625,62,24.6891259105099,1,NA,NA,1,3.625,0.90628087767522,0
92,239,2,1,1,1052856:00:00,2,11:15:00.000000,1,1,56,1,3,3,2,3,3,3,5,1,2,2,1,65,3,20,1,1,5,4,165,1,0,1,1,0,1,1,1,0,1,6,1,6,4,4,5,4,2,3.875,64,28.319091796875,1,NA,NA,1,3.875,0.90628087767522,1
93,115,3,1,1,1052856:00:00,2,11:12:00.000000,1,1,56,2,5,5,2,2,4,3,6,6,2,2,2,58,3,29,1,1,5,9,183,0,1,0,0,0,0,0,0,0,2,1,2,5,2,2,5,4,1,3.125,69,27.0214240705734,1,NA,NA,1,3.125,2.44524840580295,1
94,121,3,1,1,1052856:00:00,2,12:22:00.000000,1,1,56,1,1,2,5,3,2,5,3,1,3,8,1,65,3,32,1,1,5,7,130,1,1,0,0,1,0,0,0,0,1,3,1,6,6,5,2,2,4,3.75,67,20.3586544887503,1,NA,NA,1,3.75,2.44524840580295,1
95,160,3,1,1,1052856:00:00,2,11:00:00.000000,1,1,56,1,6,4,3,2,6,3,1,1,2,2,1,63,3,21,1,2,5,5,115,1,0,0,0,0,0,0,0,0,1,1,1,6,1,3,4,4,6,4,65,19.1349112426036,1,NA,NA,1,4,2.44524840580295,1
96,164,3,1,1,1052856:00:00,2,10:15:00.000000,1,1,56,3,6,1,1,3,3,3,3,1,1,0,2,55,6,19,1,1,5,8,145,1,1,1,1,1,0,0,1,0,1,6,1,4,1,6,6,4,4,3.875,68,22.0447664359862,1,NA,NA,1,3.875,2.44524840580295,1
97,237,3,1,1,1052856:00:00,2,10:15:00.000000,1,1,56,2,2,5,3,6,6,1,5,1,1,0,1,60,2,23,1,2,5,5,140,0,1,1,1,1,NA,1,1,0,1,6,1,5,5,2,4,6,2,4.5,65,23.294674556213,1,NA,NA,1,4.5,2.44524840580295,1
98,278,3,1,1,1052856:00:00,2,12:16:00.000000,1,1,56,1,1,1,1,6,6,1,3,6,3,2,1,63,1,20,5,1,5,4,125,1,1,1,1,1,0,0,1,0,1,6,1,6,6,6,6,6,4,5.75,64,21.453857421875,1,NA,NA,1,5.75,2.44524840580295,0
99,280,3,0,1,1052856:00:00,2,11:59:00.000000,1,1,56,3,4,6,2,1,1,1,6,6,6,0,1,NA,1,19,5,2,5,2,190,0,1,0,0,0,0,0,0,0,1,1,1,4,3,1,5,6,1,2.75,62,34.7476586888658,1,NA,NA,1,2.75,2.44524840580295,0
100,197,1,1,1,1053168:00:00,3,10:05:00.000000,1,1,46,1,4,NA,1,5,6,2,4,6,1,0,1,58,4,18,2,1,5,6,116,0,0,0,0,0,0,0,1,1,3,2,NA,6,3,NA,6,5,3,4.85714285714286,66,18.7208448117539,1,NA,NA,1,NA,-0.632686650452512,0
101,44,2,0,1,1053168:00:00,3,10:12:00.000000,1,1,46,6,6,3,3,3,3,3,3,6,6,8,1,40,6,24,1,1,5,NA,120,0,1,0,0,0,0,0,0,0,2,1,NA,1,1,4,4,4,4,3,NA,NA,NA,NA,NA,1,3,NA,1
102,196,2,0,1,1053168:00:00,3,10:12:00.000000,1,1,46,4,4,4,2,5,5,5,3,1,3,5,1,40,5,27,1,1,5,5,175,0,1,0,0,0,0,0,1,0,2,2,NA,3,3,3,5,2,4,3.75,65,29.1183431952663,1,NA,NA,1,3.75,0.90628087767522,1
103,277,2,1,1,1053168:00:00,3,10:05:00.000000,1,1,46,2,3,6,4,4,6,3,1,1,1,0,2,40,6,18,2,1,5,5,130,1,0,0,0,0,0,1,1,0,1,3,NA,5,4,1,3,4,6,4.125,65,21.6307692307692,1,NA,NA,1,4.125,0.90628087767522,0
104,55,NA,0,0,1053192:00:00,4,11:31:00.000000,0,1,54,6,4,4,4,4,4,4,4,4,1,1,2,60,6,NA,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,0,NA,1,3,3,3,3,3,3,NA,NA,NA,1,1,NA,3,NA,0
105,223,NA,1,1,1053192:00:00,4,11:00:00.000000,1,1,55,3,3,4,6,3,3,3,5,5,NA,1,1,58,3,37,3,NA,5,4,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,4,3,1,4,2,3,64,24.886474609375,1,NA,NA,1,3,NA,0
106,45,1,1,1,1053192:00:00,4,10:06:00.000000,1,1,58,5,3,2,2,3,5,3,5,1,2,4,2,40,3,26,1,1,5,2,165,0,0,0,0,1,0,0,0,0,3,1,NA,2,4,5,5,4,2,3.75,62,30.1755983350676,1,NA,NA,1,3.75,-0.632686650452512,1
107,47,1,0,1,1053192:00:00,4,10:19:00.000000,1,1,56,2,6,5,4,2,2,2,2,6,1,1,1,56,3,22,1,1,5,6,210,0,0,0,0,1,0,1,1,0,3,3,NA,5,1,2,3,5,5,3.125,66,33.8911845730028,1,NA,NA,1,3.125,-0.632686650452512,1
108,48,1,1,1,1053192:00:00,4,10:24:00.000000,1,1,56,5,4,5,3,2,2,6,6,6,4,3,2,NA,3,25,1,3,5,7,155,0,0,1,0,0,0,0,1,0,3,2,NA,2,3,2,4,1,1,2.125,67,24.2737803519715,1,NA,NA,1,2.125,-0.632686650452512,1
109,49,1,1,1,1053192:00:00,4,10:41:00.000000,1,1,55,6,6,NA,2,3,3,5,3,6,1,0,2,53,6,20,NA,1,5,5,195,0,0,1,1,1,0,0,1,0,3,4,NA,1,1,NA,5,2,4,2.71428571428571,65,32.4461538461538,1,NA,NA,1,NA,-0.632686650452512,0
110,50,1,1,1,1053192:00:00,4,10:55:00.000000,1,1,56,5,4,4,2,5,4,3,4,6,5,6,1,53,2,18,1,1,5,11,160,0,0,0,0,1,0,1,0,0,3,2,NA,2,3,3,5,4,3,3.625,71,22.3130331283476,1,NA,NA,1,3.625,-0.632686650452512,1
111,51,1,1,1,1053192:00:00,4,11:00:00.000000,1,1,55,1,3,4,2,6,6,5,3,6,5,4,1,NA,6,21,1,NA,5,8,165,0,0,1,1,1,0,1,1,0,3,5,NA,6,4,3,5,2,4,4.5,68,25.0854238754325,1,NA,NA,1,4.5,-0.632686650452512,1
112,52,1,1,1,1053192:00:00,4,11:07:00.000000,1,1,55,2,4,4,4,3,5,5,6,6,2,4,1,56,3,22,4,4,4,10,150,0,0,0,0,1,0,0,1,0,3,2,NA,5,3,3,3,2,1,3.125,58,31.34661117717,1,NA,NA,1,3.125,-0.632686650452512,0
113,53,1,0,1,1053192:00:00,4,11:19:00.000000,1,1,55,4,3,2,1,1,1,1,1,6,6,8,2,65,1,19,NA,2,5,3,120,0,0,1,0,1,0,1,1,0,3,4,NA,3,4,5,6,6,6,4,63,21.254724111867,1,NA,NA,1,4,-0.632686650452512,0
114,56,1,0,1,1053192:00:00,4,10:05:00.000000,1,1,58,6,6,3,2,6,3,3,4,6,1,0,1,60,3,NA,1,3,5,10,220,0,1,0,0,0,0,0,1,0,3,2,NA,1,1,4,5,4,3,3.375,70,31.5632653061224,1,NA,NA,1,3.375,-0.632686650452512,1
115,57,1,1,1,1053192:00:00,4,10:13:00.000000,1,1,58,1,3,3,1,2,4,6,3,1,1,4,1,60,5,20,2,1,4,11,NA,0,1,0,1,1,0,1,1,0,2,5,NA,6,4,4,6,1,4,3.875,59,NA,NA,NA,NA,1,3.875,NA,0
116,58,1,1,1,1053192:00:00,4,10:24:00.000000,1,1,56,3,4,4,6,3,4,6,6,6,1,0,1,56,4,26,5,1,5,9,NA,0,0,0,0,0,0,0,0,0,3,0,NA,4,3,3,1,1,1,2.5,69,NA,NA,NA,NA,1,2.5,NA,0
117,59,1,1,1,1053192:00:00,4,10:26:00.000000,1,1,56,5,4,1,6,2,4,6,6,6,5,3,1,70,6,24,2,2,5,4,NA,0,0,0,0,0,0,1,0,0,3,1,NA,2,3,6,1,1,1,2.5,64,NA,NA,NA,NA,1,2.5,NA,0
118,60,1,1,1,1053192:00:00,4,10:29:00.000000,1,1,56,2,5,6,4,4,5,4,4,6,2,1,1,58,3,25,5,2,5,5,143,0,0,0,0,0,0,0,0,0,3,0,NA,5,2,1,3,3,3,3.25,65,23.7938461538462,1,NA,NA,1,3.25,-0.632686650452512,0
119,61,1,1,1,1053192:00:00,4,10:32:00.000000,1,1,56,3,5,3,1,6,6,2,2,6,3,4,2,68,4,20,1,1,5,2,92,1,0,1,1,1,0,0,1,0,2,5,NA,4,2,4,6,5,5,4.75,62,16.8251821019771,1,NA,NA,1,4.75,-0.632686650452512,1
120,62,1,1,1,1053192:00:00,4,10:39:00.000000,1,1,55,2,3,3,5,6,4,4,6,6,3,2,1,55,4,40,1,1,5,11,240,0,0,0,0,0,0,0,0,0,3,0,NA,5,4,4,2,3,1,3.625,71,33.4695496925213,1,NA,NA,1,3.625,-0.632686650452512,1
121,75,1,1,1,1053192:00:00,4,11:22:00.000000,1,1,55,1,3,3,6,6,6,3,3,6,4,4,1,NA,4,18,5,2,5,5,181,0,0,1,0,1,0,0,1,1,3,4,NA,6,4,4,1,4,4,4.375,65,30.1166863905325,1,NA,NA,1,4.375,-0.632686650452512,0
122,76,1,1,1,1053192:00:00,4,11:05:00.000000,1,1,55,3,3,2,2,5,6,6,4,6,1,0,1,60,3,20,5,1,5,6,NA,0,0,1,1,1,0,0,1,0,3,4,NA,4,4,5,5,1,3,4.125,66,NA,NA,NA,NA,1,4.125,NA,0
123,77,1,1,1,1053192:00:00,4,11:09:00.000000,1,1,55,5,4,5,4,3,2,3,5,6,4,3,2,56,4,31,NA,1,5,8,200,0,0,0,0,0,0,0,1,0,2,1,NA,2,3,2,3,4,2,2.625,68,30.4065743944637,1,NA,NA,1,2.625,-0.632686650452512,0
124,78,1,1,1,1053192:00:00,4,11:19:00.000000,1,1,55,2,4,4,2,4,NA,2,2,5,2,8,1,50,3,19,1,1,5,4,150,0,0,1,0,1,0,1,1,0,2,4,NA,5,3,3,5,5,5,4.28571428571429,64,25.74462890625,1,NA,NA,1,NA,-0.632686650452512,1
125,124,1,0,1,1053192:00:00,4,10:05:00.000000,1,1,58,1,2,4,6,1,6,1,5,6,5,0,1,69,5,22,5,3,5,10,NA,0,0,0,0,0,0,0,0,0,3,0,NA,6,5,3,1,6,2,3.75,70,NA,NA,NA,NA,1,3.75,NA,0
126,125,1,1,1,1053192:00:00,4,10:20:00.000000,1,1,56,2,3,1,1,6,6,6,2,4,1,0,2,65,4,19,1,4,5,6,250,1,1,1,0,1,0,0,1,0,2,5,NA,5,4,6,6,1,5,4.875,66,40.3466483011938,1,NA,NA,1,4.875,-0.632686650452512,1
127,126,1,1,1,1053192:00:00,4,10:56:00.000000,1,1,55,2,3,4,2,4,4,1,3,6,3,8,1,60,4,22,2,1,5,1,210,0,0,0,0,0,0,0,1,0,3,1,NA,5,4,3,5,6,4,4.375,61,39.6748185971513,1,NA,NA,1,4.375,-0.632686650452512,0
128,127,1,1,1,1053192:00:00,4,10:56:00.000000,1,1,55,4,6,6,2,3,6,5,6,6,5,5,2,26,3,23,2,1,5,6,180,0,0,0,0,0,0,1,0,0,3,1,NA,3,1,1,5,2,1,2.75,66,29.0495867768595,1,NA,NA,1,2.75,-0.632686650452512,0
129,128,1,1,1,1053192:00:00,4,10:49:00.000000,1,1,55,2,6,3,2,2,4,5,6,5,2,3,2,62,5,25,1,2,5,11,175,0,0,1,1,0,0,1,1,0,3,4,NA,5,1,4,5,2,1,3,71,24.4048799841301,1,NA,NA,1,3,-0.632686650452512,1
130,133,1,1,1,1053192:00:00,4,11:27:00.000000,1,1,55,2,4,2,3,4,3,2,3,6,1,0,1,57,6,24,2,1,5,7,157,1,0,0,0,1,0,1,1,0,2,4,NA,5,3,5,4,5,4,4.125,67,24.5869904210292,1,NA,NA,1,4.125,-0.632686650452512,0
131,134,1,0,1,1053192:00:00,4,11:07:00.000000,1,1,55,1,1,3,6,1,1,1,5,6,1,6,1,65,3,35,2,1,5,8,NA,0,0,0,0,0,0,0,1,0,3,1,NA,6,6,4,1,6,2,3.375,68,NA,NA,NA,NA,1,3.375,NA,0
132,135,1,1,1,1053192:00:00,4,11:00:00.000000,1,1,55,3,5,5,3,2,5,2,5,6,1,2,1,61,4,18,1,1,5,11,125,0,0,0,0,0,0,1,1,0,3,2,NA,4,2,2,4,5,2,3.25,71,17.4320571315215,1,NA,NA,1,3.25,-0.632686650452512,1
133,137,1,1,1,1053192:00:00,4,10:34:00.000000,1,1,56,4,5,5,5,2,2,5,6,6,2,3,1,60,3,34,4,2,6,7,166,0,0,1,0,1,0,1,1,0,3,4,NA,3,2,2,2,2,1,2,79,18.6986059926294,1,NA,NA,1,2,-0.632686650452512,0
134,138,1,1,1,1053192:00:00,4,10:24:00.000000,1,1,56,2,4,6,4,2,4,3,6,5,2,3,1,70,3,27,1,3,5,7,150,0,0,1,0,0,0,0,1,0,3,2,NA,5,3,1,3,4,1,2.875,67,23.4907551793272,1,NA,NA,1,2.875,-0.632686650452512,1
135,139,1,1,1,1053192:00:00,4,10:56:00.000000,1,1,55,1,3,3,3,6,5,4,5,4,3,2,1,62,4,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,0,NA,6,4,4,4,3,2,4.25,NA,NA,NA,NA,NA,1,4.25,NA,0
136,140,1,1,1,1053192:00:00,4,10:48:00.000000,1,1,55,4,4,5,3,2,4,4,6,6,1,2,1,68,2,25,1,1,5,9,165,1,1,1,1,0,0,0,1,0,2,5,NA,3,3,2,4,3,1,2.75,69,24.3635790800252,1,NA,NA,1,2.75,-0.632686650452512,1
137,141,1,1,1,1053192:00:00,4,10:33:00.000000,1,1,55,1,3,2,2,3,2,2,3,1,2,1,2,57,5,20,1,NA,5,10,160,1,1,1,1,1,1,0,1,0,2,7,NA,6,4,5,5,5,4,4.25,70,22.9551020408163,1,NA,NA,1,4.25,-0.632686650452512,1
138,222,1,1,1,1053192:00:00,4,11:27:00.000000,1,1,55,1,2,2,1,6,6,1,3,5,2,8,1,55,3,21,1,1,5,6,140,0,0,0,0,1,0,1,1,0,1,3,NA,6,5,5,6,6,4,5.5,66,22.5941230486685,1,NA,NA,1,5.5,-0.632686650452512,1
139,225,1,1,1,1053192:00:00,4,10:33:00.000000,1,1,55,3,4,4,2,5,5,2,6,6,2,2,1,60,2,21,5,1,5,6,130,1,1,1,1,1,0,1,1,0,2,7,NA,4,3,3,5,5,1,3.875,66,20.9802571166208,1,NA,NA,1,3.875,-0.632686650452512,0
140,226,1,1,1,1053192:00:00,4,10:30:00.000000,1,1,55,4,6,4,4,1,2,4,4,6,1,0,1,55,5,23,4,1,5,1,125,0,0,0,0,1,0,0,1,0,3,2,NA,3,1,3,3,3,3,2.375,61,23.6159634506853,1,NA,NA,1,2.375,-0.632686650452512,0
141,227,1,1,1,1053192:00:00,4,10:25:00.000000,1,1,55,1,4,3,2,5,5,2,4,6,6,8,1,NA,6,NA,2,1,NA,NA,NA,0,0,1,1,1,1,0,1,0,3,5,NA,6,3,4,5,5,3,4.5,NA,NA,NA,NA,NA,1,4.5,NA,0
142,245,1,1,1,1053192:00:00,4,11:27:00.000000,1,1,55,1,3,4,1,4,6,2,3,6,1,0,1,55,6,20,2,1,5,3,153,1,1,0,0,0,0,0,1,0,2,3,NA,6,4,3,6,5,4,4.75,63,27.0997732426304,1,NA,NA,1,4.75,-0.632686650452512,0
143,247,1,1,1,1053192:00:00,4,11:07:00.000000,1,1,55,4,3,3,3,2,2,6,4,2,2,6,1,60,3,34,2,1,5,7,216,0,0,0,0,0,0,0,1,0,3,1,NA,3,4,4,4,1,3,2.875,67,33.8266874582312,1,NA,NA,1,2.875,-0.632686650452512,0
144,248,1,1,1,1053192:00:00,4,11:06:00.000000,1,1,55,3,3,6,3,2,3,1,5,5,1,2,1,60,3,21,5,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,3,2,NA,4,4,1,4,6,2,3.25,NA,NA,NA,NA,NA,1,3.25,NA,0
145,258,1,1,1,1053192:00:00,4,11:00:00.000000,1,1,55,3,6,5,5,5,3,2,3,6,3,3,1,66,5,18,1,1,5,6,122,0,0,1,1,1,0,1,1,0,3,5,NA,4,1,2,2,5,4,3.25,66,19.6891643709826,1,NA,NA,1,3.25,-0.632686650452512,1
146,260,1,0,0,1053192:00:00,4,10:41:00.000000,1,1,55,6,6,6,1,6,1,1,NA,6,1,0,1,NA,6,20,1,2,5,2,NA,0,0,0,0,0,0,0,1,0,3,1,NA,1,1,1,6,6,NA,3.14285714285714,62,NA,NA,1,1,NA,NA,NA,1
147,261,1,1,1,1053192:00:00,4,10:34:00.000000,1,1,56,4,3,6,6,4,4,3,3,6,1,4,1,57,3,22,1,3,6,1,150,0,0,1,0,0,0,0,1,0,3,2,NA,3,4,1,1,4,4,3.125,73,19.7879527115782,1,NA,NA,1,3.125,-0.632686650452512,1
148,262,1,0,0,1053192:00:00,4,10:26:00.000000,1,1,56,1,4,2,2,1,2,1,1,6,3,6,1,67,4,28,1,3,5,3,128,0,0,1,0,0,0,1,1,0,3,3,NA,6,3,5,5,6,6,4.25,63,22.6717057193248,1,1,1,NA,4.25,-0.632686650452512,1
149,263,1,1,1,1053192:00:00,4,10:22:00.000000,1,1,56,5,6,3,6,1,1,6,5,6,1,0,1,50,1,22,7,3,5,4,180,0,0,0,0,0,0,0,0,0,3,0,NA,2,1,4,1,1,2,1.625,64,30.8935546875,1,NA,NA,1,1.625,-0.632686650452512,0
150,264,1,0,1,1053192:00:00,4,10:12:00.000000,1,1,58,1,1,1,1,3,6,6,3,6,6,8,1,58,3,20,2,2,5,5,120,0,1,1,0,0,0,1,1,0,3,4,NA,6,6,6,6,1,4,4.75,65,19.9668639053254,1,NA,NA,1,4.75,-0.632686650452512,0
151,46,2,0,0,1053192:00:00,4,10:19:00.000000,0,1,56,6,4,4,4,4,4,4,4,4,1,1,NA,56,3,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,1,0,2,3,NA,1,3,3,3,3,3,3,NA,NA,NA,1,1,NA,3,NA,0
152,54,2,1,1,1053192:00:00,4,11:27:00.000000,1,1,55,1,4,2,4,6,6,1,5,1,4,2,1,57,3,20,1,1,5,5,NA,1,0,0,0,0,0,1,1,0,1,3,NA,6,3,5,3,6,2,4.625,65,NA,NA,NA,NA,1,4.625,NA,1
153,79,2,1,1,1053192:00:00,4,11:31:00.000000,1,1,54,2,5,5,4,1,4,4,4,4,2,3,1,NA,4,23,2,3,5,5,180,1,1,0,0,1,0,0,0,0,2,3,NA,5,2,2,3,3,3,2.875,65,29.9502958579882,1,NA,NA,1,2.875,0.90628087767522,0
154,136,2,1,1,1053192:00:00,4,10:56:00.000000,1,1,56,3,6,6,3,2,3,3,5,2,1,2,1,65,4,22,7,2,5,4,140,0,0,0,0,1,0,1,1,0,1,3,NA,4,1,1,4,4,2,2.625,64,24.0283203125,1,NA,NA,1,2.625,0.90628087767522,0
155,142,2,1,1,1053192:00:00,4,10:30:00.000000,1,1,55,3,3,4,3,1,3,3,5,4,1,0,1,NA,6,22,2,NA,5,6,123,1,0,1,0,1,0,1,1,0,2,5,NA,4,4,3,4,4,2,3.125,66,19.8505509641873,1,NA,NA,1,3.125,0.90628087767522,0
156,246,2,1,0,1053192:00:00,4,11:18:00.000000,1,1,55,6,6,4,NA,4,4,6,6,4,6,8,1,48,4,18,1,1,5,6,165,1,0,0,0,1,0,1,1,1,1,5,NA,1,1,3,NA,1,1,2.14285714285714,66,26.6287878787879,1,1,1,NA,NA,0.90628087767522,1
157,255,2,1,1,1053192:00:00,4,11:31:00.000000,1,1,54,4,5,5,4,1,3,5,5,6,1,3,2,60,3,25,2,1,5,3,180,1,1,0,0,0,0,0,0,0,2,2,NA,3,2,2,3,2,2,2.25,63,31.8820861678005,1,NA,NA,1,2.25,0.90628087767522,0
158,259,2,1,1,1053192:00:00,4,10:54:00.000000,1,1,56,1,4,2,1,4,5,5,3,1,1,2,1,65,4,22,1,2,5,2,135,0,0,0,0,1,0,0,1,0,2,2,NA,6,3,5,6,2,4,4.375,62,24.6891259105099,1,NA,NA,1,4.375,0.90628087767522,1
159,63,3,1,1,1053192:00:00,4,10:41:00.000000,1,1,55,2,3,6,6,4,2,4,6,6,1,2,1,62,2,21,1,4,5,8,122,0,0,0,0,0,0,1,0,0,1,1,NA,5,4,1,1,3,1,2.625,68,18.5480103806228,1,NA,NA,1,2.625,2.44524840580295,1
160,224,3,1,1,1053192:00:00,4,10:48:00.000000,1,1,55,2,2,2,5,5,5,5,5,1,2,4,1,62,3,35,1,3,5,9,160,0,1,0,0,1,0,1,0,0,1,3,NA,5,5,5,2,2,2,3.875,69,23.6252888048729,1,NA,NA,1,3.875,2.44524840580295,1
161,256,3,0,1,1053192:00:00,4,11:18:00.000000,1,1,55,2,2,1,1,6,6,6,3,1,5,4,1,55,1,19,1,1,5,5,180,0,0,1,1,1,0,1,1,1,1,6,NA,5,5,6,6,1,4,4.875,65,29.9502958579882,1,NA,NA,1,4.875,2.44524840580295,1
162,257,3,0,1,1053192:00:00,4,11:06:00.000000,1,1,55,6,6,6,1,6,6,NA,1,5,5,5,2,NA,4,23,4,3,5,0,115,1,0,0,0,0,0,1,0,0,1,2,NA,1,1,1,6,NA,6,3.85714285714286,60,22.4569444444444,1,NA,NA,1,NA,2.44524840580295,0
163,41,NA,0,0,1053312:00:00,5,09:50:00.000000,1,1,48,1,1,1,6,1,1,2,1,4,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,1,3,NA,6,6,6,1,5,6,4,NA,NA,NA,1,1,NA,4,NA,0
164,175,NA,1,1,1053312:00:00,5,10:15:00.000000,1,1,48,1,3,NA,4,4,2,2,3,5,4,5,1,48,4,18,1,2,4,11,115,0,0,0,0,1,0,1,0,1,2,3,NA,6,4,NA,3,5,4,4,59,23.2246480896294,1,NA,NA,1,NA,NA,1
165,240,NA,1,1,1053312:00:00,5,10:14:00.000000,1,1,48,1,3,4,4,NA,6,3,3,6,4,5,1,59,2,NA,1,1,5,6,120,0,0,0,0,1,0,1,1,1,3,4,NA,6,4,3,3,4,4,4.28571428571429,66,19.366391184573,1,NA,NA,1,NA,NA,1
166,243,NA,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,1,1,2,3,4,1,1,6,5,4,1,NA,2,20,1,1,5,4,140,0,0,0,0,1,0,1,1,0,2,3,NA,6,6,6,5,6,6,5.25,64,24.0283203125,1,NA,NA,1,5.25,NA,1
167,244,NA,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,3,NA,1,6,6,1,1,6,2,4,1,50,2,21,1,NA,5,5,120,0,0,0,0,1,0,1,0,0,2,2,NA,6,4,NA,6,6,6,5.71428571428571,65,19.9668639053254,1,NA,NA,1,NA,NA,1
168,267,NA,1,1,1053312:00:00,5,10:07:00.000000,1,1,48,1,3,4,3,5,5,3,3,5,3,3,1,50,4,21,1,1,5,5,115,0,0,0,1,0,0,1,1,0,2,3,NA,6,4,3,4,4,4,4.375,65,19.1349112426036,1,NA,NA,1,4.375,NA,1
169,39,1,0,1,1053312:00:00,5,09:44:00.000000,1,1,48,3,3,3,3,3,3,4,4,4,4,3,1,51,4,24,1,1,5,4,119,0,0,0,0,1,0,1,1,1,3,4,NA,4,4,4,4,3,3,3.5,64,20.424072265625,1,NA,NA,1,3.5,-0.632686650452512,1
170,40,1,1,1,1053312:00:00,5,09:50:00.000000,1,1,48,1,5,3,2,4,6,4,3,6,1,0,1,NA,3,21,1,1,5,2,125,0,0,0,0,1,0,1,0,1,3,3,NA,6,2,4,5,3,4,4.25,62,22.8603017689906,1,NA,NA,1,4.25,-0.632686650452512,1
171,43,1,1,1,1053312:00:00,5,09:59:00.000000,1,1,48,2,4,4,3,1,2,3,3,6,1,0,1,52,2,18,1,1,5,11,140,0,0,0,0,1,0,1,1,0,3,3,NA,5,3,3,4,4,4,3.25,71,19.5239039873041,1,NA,NA,1,3.25,-0.632686650452512,1
172,81,1,1,1,1053312:00:00,5,10:13:00.000000,1,1,48,2,2,2,4,4,4,2,2,6,1,2,1,52,5,21,1,1,5,0,108,0,0,0,0,1,0,0,0,0,2,1,NA,5,5,5,3,5,5,4.5,60,21.09,1,NA,NA,1,4.5,-0.632686650452512,1
173,82,1,1,1,1053312:00:00,5,10:15:00.000000,1,1,48,2,3,3,1,2,5,3,6,6,1,0,2,52,6,22,6,2,5,2,130,0,1,0,0,0,0,0,0,0,2,1,NA,5,4,4,6,4,1,3.875,62,23.7747138397503,1,NA,NA,1,3.875,-0.632686650452512,0
