Word,Number of morphemes,Number of Letters,Number of Syllables,Number of Phonemes,Orthographic N,OLD20,PN_Std,PLD20_Std,PN_Singapore,PLD20_Singapore,PN_NonStd,PLD_NonStd,freq_singapore/million,lg_freq_singapore,freq_malaysia/million,lg_freq_malaysia,LDT_RT,LDT_ACC,NMG_RT,NMG_ACC
taja,1,4,2,4,9,1.5000,8,1.5500,8,1.5500,7,1.6500,2.20,0.51,8.41,0.97,663.7714,0.7955,477.0455,1.0000
tajaan,2,6,3,6,0,2.0000,0,2.0000,0,2.0000,0,2.3500,36.40,1.57,46.73,1.68,,,,
tajam,1,5,2,5,1,1.9000,1,1.9000,1,1.9000,1,1.9500,40.40,1.62,21.96,1.36,,,,
tajuk,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,55.60,1.75,11.21,1.09,,,,
tajwid,1,6,2,6,0,3.0000,0,2.9000,0,2.9500,0,2.9500,4.00,0.70,0.47,0.17,,,,
tak,1,3,1,3,12,1.3500,14,1.2500,14,1.2500,14,1.2500,939.00,2.97,166.36,2.22,,,,
takaful,1,7,3,7,0,3.0000,0,3.0000,0,3.5000,0,3.5000,23.80,1.39,108.41,2.04,,,,
takak,1,5,2,5,6,1.7000,6,1.7000,6,1.7000,6,1.7000,0.00,0.00,0.47,0.17,,,,
takat,1,5,2,5,7,1.6000,7,1.5000,7,1.5000,7,1.5000,4.80,0.76,1.87,0.46,,,,
takbir,1,6,2,6,3,1.9500,3,1.9500,3,1.9500,3,1.9000,7.80,0.94,6.07,0.85,572.8810,0.9545,467.4773,1.0000
takbur,1,6,2,6,1,2.0000,1,1.9000,1,1.9000,1,1.9000,3.00,0.60,2.34,0.52,,,,
takdir,1,6,2,6,1,2.1500,1,2.1500,1,2.2000,1,2.1500,22.20,1.37,6.54,0.88,,,,
takhta,1,6,2,5,0,2.8500,0,1.9500,0,1.9500,0,1.9500,6.00,0.85,23.36,1.39,,,,
takir,1,5,2,5,3,1.7500,3,1.7500,3,1.7500,3,1.7500,0.20,0.08,0.47,0.17,,,,
takjub,1,6,2,6,0,2.7500,0,2.7000,0,2.6500,0,2.6500,2.40,0.53,0.47,0.17,,,,
taklimat,1,8,3,8,0,2.9000,0,3.0000,0,3.0500,0,3.1000,48.60,1.70,33.18,1.53,,,,
takluk,1,6,2,6,0,2.3500,0,2.3500,0,2.2000,0,2.2000,0.80,0.26,0.93,0.29,691.8095,0.9545,507.0227,1.0000
takraw,1,6,2,6,0,2.7000,0,2.9500,0,2.7000,0,2.7000,57.20,1.76,107.94,2.04,,,,
takrif,1,6,2,6,0,2.6000,0,2.4500,0,2.5000,0,2.5000,10.80,1.07,11.21,1.09,,,,
taksiran,2,8,3,8,1,2.8500,1,2.8500,1,2.8500,1,2.8500,16.60,1.25,4.21,0.72,,,,
takuk,1,5,2,5,4,1.7500,4,1.7500,5,1.7000,5,1.7000,9.80,1.03,10.75,1.07,,,,
takungan,2,8,3,7,1,2.5000,1,2.3000,1,2.3000,1,2.3000,7.20,0.91,0.47,0.17,,,,
takut,1,5,2,5,2,1.8500,3,1.8500,3,1.8500,3,1.8500,159.00,2.20,48.60,1.70,501.0455,1.0000,452.3571,0.9545
takziah,1,7,3,8,0,2.8000,0,3.1000,0,3.2000,0,3.2000,16.00,1.23,5.14,0.79,,,,
takzim,1,6,2,6,0,2.7000,0,2.7500,0,2.7500,0,2.7500,0.60,0.20,0.47,0.17,,,,
tala,1,4,2,4,13,1.1500,12,1.2500,12,1.2500,12,1.4000,0.00,0.00,0.93,0.29,844.6250,0.1818,473.2619,0.9545
talam,1,5,2,5,6,1.6000,6,1.6000,6,1.6000,6,1.6500,1.80,0.45,1.40,0.38,,,,
tali,1,4,2,4,15,1.2500,15,1.2500,15,1.2500,14,1.3000,58.60,1.78,10.28,1.05,,,,
talian,2,6,3,7,2,1.9000,1,1.9500,1,2.1500,1,2.1500,240.00,2.38,60.75,1.79,,,,
tamadun,1,7,3,7,0,2.9000,0,2.9000,0,2.9000,0,2.9000,49.40,1.70,6.54,0.88,,,,
tamak,1,5,2,5,7,1.5500,7,1.6500,7,1.6500,7,1.6500,10.80,1.07,13.08,1.15,593.1628,0.9773,476.3023,0.9773
taman,1,5,2,5,9,1.5000,9,1.5500,9,1.5500,9,1.5500,296.00,2.47,90.65,1.96,,,,
tamat,1,5,2,5,5,1.6500,5,1.6500,5,1.6500,5,1.6500,121.40,2.09,194.86,2.29,524.3256,0.9773,462.3750,0.9091
tambah,1,6,2,6,3,1.8000,4,1.7500,4,1.7500,4,1.7500,350.00,2.55,100.93,2.01,543.1707,0.9318,480.8810,0.9545
tambahan,2,8,3,8,1,2.2000,1,2.1500,1,2.1500,1,2.1500,311.60,2.49,221.50,2.35,,,,
tambak,1,6,2,6,4,1.7000,5,1.7000,5,1.7000,5,1.7000,42.00,1.63,1.87,0.46,,,,
tambang,1,7,2,6,7,1.6000,10,1.4500,10,1.4500,10,1.4500,80.40,1.91,21.03,1.34,,,,
tambatan,2,8,3,8,3,2.1000,3,2.0500,3,2.0500,3,2.0500,2.20,0.51,26.17,1.43,,,,
tambung,1,7,2,6,3,1.8000,3,1.8000,4,1.7500,4,1.7500,0.00,0.00,0.47,0.17,,,,
tamin,1,5,2,5,4,1.6500,1,1.9500,1,1.9500,1,1.9500,0.00,0.00,2.80,0.58,,,,
taming,1,6,2,5,1,1.9000,3,1.8500,3,1.8500,3,1.8500,0.00,0.00,0.47,0.17,,,,
tampa,1,5,2,5,4,1.5500,4,1.5500,4,1.5500,4,1.7500,0.00,0.00,0.47,0.17,,,,
tampak,1,6,2,6,7,1.5000,7,1.5500,7,1.5500,7,1.6000,101.60,2.01,273.36,2.44,,,,
tampal,1,6,2,6,4,1.7500,4,1.7500,4,1.7500,4,1.8000,2.20,0.51,0.47,0.17,,,,
tampalan,2,8,3,8,1,2.1000,1,2.3000,1,2.3000,1,2.3000,2.20,0.51,0.47,0.17,,,,
tampan,1,6,2,6,4,1.7000,3,1.8000,3,1.8000,3,1.8500,24.40,1.40,13.55,1.16,,,,
tampar,1,6,2,6,3,1.8000,3,1.8000,3,1.8000,3,1.8500,5.20,0.79,6.54,0.88,,,,
tamparan,2,8,3,8,2,1.9000,2,2.1500,2,2.1500,2,2.1500,10.20,1.05,28.04,1.46,,,,
tampi,1,5,2,5,1,1.8000,1,1.8000,1,1.8500,1,1.8500,0.00,0.00,1.40,0.38,,,,
tampil,1,6,2,6,2,1.8500,2,1.8500,1,2.3000,1,2.3000,147.60,2.17,204.21,2.31,614.0930,0.9773,469.4762,0.9545
tampin,1,6,2,6,2,1.8000,1,2.1000,0,2.1500,0,2.1500,2.20,0.51,2.80,0.58,,,,
tampuk,1,6,2,6,2,1.9000,2,1.9000,2,1.9000,2,1.9000,4.00,0.70,4.21,0.72,,,,
tamu,1,4,2,4,5,1.7500,5,1.7500,5,1.7500,5,1.7500,48.80,1.70,5.14,0.79,,,,
tanah,1,5,2,5,5,1.7500,5,1.7500,5,1.7500,5,1.7500,338.00,2.53,290.65,2.46,539.7955,1.0000,482.3636,1.0000
tanaman,2,7,3,7,0,2.2500,0,2.5000,0,2.5000,0,2.5500,22.20,1.37,4.67,0.75,,,,
tanda,1,5,2,5,9,1.4000,8,1.4000,8,1.4000,6,1.7000,175.60,2.25,120.56,2.08,511.7907,0.9773,456.8333,0.9545
tandan,1,6,2,6,5,1.6500,5,1.7000,5,1.7000,5,1.7500,0.00,0.00,3.74,0.68,,,,
tandang,1,7,2,6,7,1.6000,9,1.5000,9,1.5000,9,1.5500,0.20,0.08,0.47,0.17,,,,
tandas,1,6,2,6,3,1.8000,4,1.7500,4,1.7500,4,1.8000,57.00,1.76,6.54,0.88,,,,
tandatangan,2,11,4,10,0,3.7000,0,3.7000,0,3.7000,0,3.8000,10.40,1.06,7.94,0.95,,,,
tanding,1,7,2,6,3,1.8000,3,1.8000,3,1.8000,3,1.8000,4.80,0.76,3.27,0.63,,,,
tandingan,2,9,3,8,2,2.5500,2,2.5000,2,2.5000,2,2.5000,4.40,0.73,10.75,1.07,,,,
tandon,1,6,2,6,1,2.3500,0,2.6500,2,2.3500,2,2.3500,0.60,0.20,0.47,0.17,,,,
tanduk,1,6,2,6,2,1.9000,2,1.9000,3,1.8500,3,1.8500,7.00,0.90,67.29,1.83,,,,
tandus,1,6,2,6,2,2.3500,2,2.2000,3,2.2500,3,2.2500,5.20,0.79,0.47,0.17,,,,
tang,1,4,1,3,12,1.3500,13,1.3500,13,1.3500,13,1.3500,0.00,0.00,7.48,0.93,,,,
tangan,1,6,2,5,1,1.9000,3,1.8000,3,1.8000,3,1.8000,450.40,2.65,236.92,2.38,,,,
tangga,1,6,2,5,2,1.8000,3,1.7000,3,1.7000,3,1.8500,380.80,2.58,399.07,2.60,,,,
tanggal,1,7,2,6,4,1.7500,5,1.7000,5,1.7000,5,1.7500,10.60,1.06,7.48,0.93,,,,
tanggang,1,8,2,6,5,1.9500,6,1.6500,6,1.6500,6,1.7000,7.80,0.94,2.34,0.52,766.7333,0.6818,504.5385,0.8864
tanggapan,2,9,3,8,1,2.6000,1,2.4500,1,2.4500,1,2.4500,99.60,2.00,60.28,1.79,,,,
tangguh,1,7,2,6,0,2.2000,1,1.9500,1,2.0500,1,2.0500,2.20,0.51,3.74,0.68,611.4359,0.8864,481.5122,0.9318
tanggung,1,8,2,6,3,2.2000,4,1.8000,4,1.8000,4,1.8000,10.60,1.06,21.50,1.35,608.0465,0.9773,508.2558,0.9773
tanggungan,2,10,3,8,0,2.9000,0,2.7000,0,2.7500,0,2.7500,15.80,1.23,4.21,0.72,,,,
tanggungjawab,1,13,4,11,0,5.8500,0,5.3500,0,5.4500,0,5.4500,180.40,2.26,163.55,2.22,,,,
tangis,1,6,2,5,0,1.9500,1,1.9000,1,1.9000,1,1.9000,2.00,0.48,0.93,0.29,,,,
tangisan,2,8,3,7,0,2.7000,1,2.2000,1,2.3500,1,2.3500,11.00,1.08,5.61,0.82,,,,
tangkai,1,7,2,5,4,1.7500,3,1.8500,3,1.8500,3,1.8500,14.60,1.19,0.47,0.17,,,,
tangkal,1,7,2,6,6,1.7000,5,1.7500,5,1.7500,5,1.7500,1.80,0.45,1.87,0.46,,,,
tangkap,1,7,2,6,6,1.7000,5,1.7500,5,1.7500,5,1.7500,12.80,1.14,4.21,0.72,,,,
tangkapan,2,9,3,8,1,2.3000,1,2.2500,1,2.2500,1,2.3500,7.40,0.92,1.87,0.46,,,,
tangkas,1,7,2,6,4,1.8000,3,1.8500,3,1.8500,3,1.8500,15.40,1.21,9.81,1.03,,,,
tangki,1,6,2,5,1,1.8500,2,1.8500,2,1.9000,2,1.9000,25.40,1.42,2.34,0.52,,,,
tangkis,1,7,2,6,1,2.2500,1,2.1000,1,2.1500,1,2.1500,2.20,0.51,4.21,0.72,669.4872,0.8864,490.0476,0.9545
tangkisan,2,9,3,8,0,2.7000,0,2.6000,0,2.6000,0,2.6000,0.00,0.00,0.47,0.17,,,,
tangku,1,6,2,5,4,1.8000,5,1.7500,5,1.7500,5,1.7500,0.00,0.00,0.47,0.17,,,,
tani,1,4,2,4,8,1.5500,7,1.6500,7,1.6500,6,1.7000,6.40,0.87,2.80,0.58,,,,
tanjakan,2,8,3,8,0,2.5000,0,2.6000,0,2.6000,0,2.6500,5.20,0.79,0.93,0.29,,,,
tanjung,1,7,2,6,1,1.9000,1,1.9000,1,1.9000,1,1.9000,31.60,1.51,50.93,1.72,,,,
tanpa,1,5,2,5,3,1.8000,2,1.8500,2,1.8500,2,1.8500,832.00,2.92,554.21,2.74,,,,
tanti,1,5,2,5,3,1.8000,3,1.8500,3,1.8500,3,1.8500,0.00,0.00,0.47,0.17,,,,
tanya,1,5,2,5,3,1.8500,1,1.9500,1,1.9500,1,1.9500,146.60,2.17,51.40,1.72,,,,
tapa,1,4,2,4,8,1.3000,9,1.3000,9,1.3000,9,1.4000,0.60,0.20,0.47,0.17,,,,
tapah,1,5,2,5,6,1.6500,5,1.7000,5,1.7000,5,1.7500,0.60,0.20,4.67,0.75,,,,
tapai,1,5,2,4,6,1.6000,6,1.7000,6,1.7000,6,1.7000,0.80,0.26,2.34,0.52,,,,
tapak,1,5,2,5,4,1.7000,3,1.7500,3,1.7500,3,1.8000,142.60,2.16,33.18,1.53,,,,
tapi,1,4,2,4,10,1.3000,11,1.3000,11,1.3500,10,1.4000,341.80,2.54,710.28,2.85,,,,
tapis,1,5,2,5,3,1.8000,4,1.7500,4,1.8000,4,1.8000,7.20,0.91,0.47,0.17,,,,
tapisan,2,7,3,7,1,2.3000,2,2.2000,2,2.3500,2,2.3500,0.80,0.26,5.14,0.79,,,,
tapung,1,6,2,5,3,1.8000,3,1.8000,3,1.8000,3,1.8000,0.00,0.00,0.47,0.17,,,,
tara,1,4,2,4,17,1.0000,17,1.0000,17,1.0000,16,1.1000,22.00,1.36,4.21,0.72,,,,
taraf,1,5,2,5,1,1.9000,1,1.9000,1,1.9000,1,1.9500,83.40,1.93,89.25,1.96,,,,
tarawih,1,7,3,7,1,2.9000,1,2.9000,0,3.0500,0,3.0500,18.00,1.28,1.87,0.46,,,,
tarbiah,1,7,3,8,0,2.4500,0,2.8000,0,2.8000,0,2.8000,0.20,0.08,0.47,0.17,,,,
tari,1,4,2,4,19,1.0000,19,1.0000,19,1.0000,18,1.0500,33.60,1.54,24.77,1.41,,,,
tarian,2,6,3,7,4,1.7500,5,1.7500,4,1.8000,4,1.8000,134.60,2.13,65.42,1.82,,,,
tarik,1,5,2,5,3,1.7500,5,1.7000,5,1.7500,5,1.7500,53.40,1.74,28.97,1.48,,,,
tarikan,2,7,3,7,0,2.0500,1,2.0000,0,2.5000,0,2.5000,95.80,1.99,50.93,1.72,,,,
tarikh,1,6,2,5,0,2.3000,2,1.8500,2,1.9000,3,1.8500,140.80,2.15,123.36,2.09,,,,
taring,1,6,2,5,2,1.9000,5,1.7000,5,1.7500,5,1.7500,5.20,0.79,7.01,0.90,,,,
taruhan,2,7,3,7,0,2.2000,0,2.1000,0,2.2500,0,2.2500,128.00,2.11,11.21,1.09,,,,
tas,1,3,1,3,7,1.6000,9,1.4500,9,1.4500,8,1.4500,5.80,0.83,2.34,0.52,,,,
tasai,1,5,2,4,3,1.8000,3,1.7500,3,1.7500,3,1.7500,0.00,0.00,0.47,0.17,,,,
tasik,1,5,2,5,2,1.9000,3,1.8500,2,1.9000,2,1.9000,16.40,1.24,26.17,1.43,,,,
tata,1,4,2,4,10,1.4500,10,1.3500,10,1.3500,10,1.4500,10.40,1.06,7.01,0.90,,,,
tatabahasa,2,10,5,10,0,4.5500,0,4.5000,0,4.5000,0,4.6000,8.20,0.96,0.93,0.29,,,,
tatacara,2,8,4,8,0,3.6000,0,3.6500,0,3.6500,0,3.8500,4.80,0.76,0.93,0.29,,,,
tatakerja,2,9,4,9,0,4.5000,0,4.6500,0,4.7000,0,4.6000,0.20,0.08,0.47,0.17,,,,
tatanegara,2,10,5,10,0,4.3000,0,4.6000,0,4.6500,0,4.6500,0.20,0.08,0.47,0.17,,,,
tatang,1,6,2,5,4,1.8000,5,1.7000,5,1.7000,5,1.7500,0.60,0.20,0.47,0.17,,,,
tatap,1,5,2,5,3,1.7500,4,1.7000,4,1.7000,4,1.7500,1.40,0.38,0.93,0.29,,,,
tatapan,2,7,3,7,2,1.9000,2,1.9000,2,1.9000,2,1.9000,9.20,1.01,9.35,1.01,,,,
tatasusila,2,10,5,10,0,5.4000,0,5.5000,0,5.5000,0,5.6000,6.00,0.85,1.40,0.38,,,,
tatatertib,2,10,4,10,0,5.5500,0,5.6000,0,5.8000,0,5.6000,2.80,0.58,6.54,0.88,,,,
tatkala,1,7,3,7,0,2.9500,0,2.9500,0,2.9500,0,3.3500,67.60,1.84,109.81,2.04,,,,
taubat,1,6,2,5,0,2.3000,0,2.0000,0,2.0000,0,2.0000,7.40,0.92,0.47,0.17,,,,
taulan,1,6,2,5,0,2.0000,1,1.9500,1,1.9500,1,1.9500,2.60,0.56,0.93,0.29,,,,
tauliah,1,7,3,7,0,2.7000,0,2.9000,0,2.9000,0,2.9000,2.00,0.48,1.40,0.38,,,,
taut,1,4,2,5,6,1.6500,5,1.7500,6,1.7000,6,1.7000,0.00,0.00,0.47,0.17,,,,
tawa,1,4,2,4,11,1.3500,12,1.3000,12,1.3000,11,1.4500,9.60,1.03,7.01,0.90,,,,
tawakal,1,7,3,7,0,2.9000,0,2.9000,0,2.9000,0,2.9000,3.80,0.68,1.40,0.38,,,,
tawan,1,5,2,5,7,1.5500,9,1.4500,9,1.4500,9,1.5000,2.60,0.56,3.74,0.68,,,,
tawar,1,5,2,5,5,1.7000,6,1.6500,6,1.6500,6,1.7000,37.00,1.58,20.56,1.33,566.5682,1.0000,464.7381,0.9545
tawaran,2,7,3,7,0,2.0000,0,2.0000,0,2.0000,0,2.0000,166.80,2.22,242.99,2.39,,,,
tayang,1,6,2,5,9,1.5000,11,1.4000,11,1.4000,11,1.4000,8.20,0.96,25.70,1.43,608.1707,0.9318,483.5116,0.9773
tayangan,2,8,3,7,3,1.9500,3,1.8500,3,1.8500,3,1.8500,28.20,1.47,139.72,2.15,,,,
tayar,1,5,2,5,4,1.8000,5,1.7500,5,1.7500,5,1.7500,34.60,1.55,59.81,1.78,,,,
tebal,1,5,2,5,3,1.8500,3,1.8500,3,1.8500,3,1.8500,39.60,1.61,9.35,1.01,,,,
tebaran,2,7,3,7,3,1.8500,1,2.3500,1,2.3500,1,2.3500,5.60,0.82,3.27,0.63,,,,
teberau,1,7,3,6,0,2.9500,0,3.0000,0,3.0000,0,3.0000,1.00,0.30,0.47,0.17,,,,
tebing,1,6,2,5,0,2.0000,5,1.7500,5,1.7500,5,1.7500,13.80,1.17,11.68,1.10,,,,
tebu,1,4,2,4,4,1.7500,4,1.7500,4,1.8000,4,1.8000,3.60,0.66,0.47,0.17,,,,
tebus,1,5,2,5,3,1.7500,3,1.7500,3,1.8000,3,1.8000,4.40,0.73,7.94,0.95,644.4419,0.9773,485.4186,0.9773
tebusan,2,7,3,7,0,2.4000,0,2.4500,0,2.4000,0,2.4000,7.60,0.93,5.14,0.79,,,,
tegal,1,5,2,5,3,1.8500,4,1.8000,4,1.8000,4,1.8000,3.00,0.60,0.47,0.17,,,,
tegang,1,6,2,5,3,1.8500,6,1.7000,6,1.7000,6,1.7000,21.00,1.34,17.29,1.26,659.6279,0.9773,520.8780,0.9318
tegap,1,5,2,5,4,1.8000,5,1.7500,5,1.7500,5,1.7500,7.00,0.90,10.75,1.07,,,,
tegas,1,5,2,5,6,1.7000,6,1.7000,6,1.7000,6,1.7000,143.60,2.16,57.01,1.76,,,,
teguh,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,70.80,1.86,31.78,1.52,,,,
tegur,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,8.20,0.96,0.93,0.29,,,,
teguran,2,7,3,7,0,2.5000,0,2.6000,0,2.7000,0,2.7000,17.60,1.27,15.42,1.22,,,,
teh,1,3,1,3,2,1.9000,3,1.8500,3,1.8500,3,1.8500,150.80,2.18,39.25,1.60,,,,
teja,1,4,2,4,4,1.7500,0,2.0000,0,2.0000,0,2.0000,2.20,0.51,1.87,0.46,,,,
tek,1,3,1,3,7,1.5500,8,1.6000,8,1.5500,8,1.5500,0.60,0.20,1.40,0.38,,,,
teka,1,4,2,4,7,1.3000,2,1.7000,2,1.7000,2,1.9000,6.40,0.87,7.01,0.90,,,,
teka-teki,2,9,4,8,0,4.7000,0,3.8500,0,3.8500,0,3.9000,11.80,1.11,7.94,0.95,,,,
tekaan,2,6,3,6,1,1.8500,0,1.9000,0,1.9000,0,2.1500,1.60,0.41,2.80,0.58,,,,
tekad,1,5,2,5,4,1.7500,10,1.3500,10,1.3500,10,1.4000,40.60,1.62,29.91,1.49,,,,
tekak,1,5,2,5,5,1.7000,5,1.6500,5,1.6500,5,1.7000,20.80,1.34,2.80,0.58,644.3000,0.9091,490.2326,0.9773
tekan,1,5,2,5,8,1.5000,7,1.5000,7,1.5000,7,1.5500,7.80,0.94,4.21,0.72,564.3171,0.9318,482.8605,0.9773
tekanan,2,7,3,7,0,1.9500,0,2.0500,0,2.0500,0,2.1000,186.80,2.27,157.48,2.20,,,,
tekat,1,5,2,5,10,1.4500,10,1.3500,10,1.3500,10,1.4000,0.00,0.00,0.47,0.17,,,,
teki,1,4,2,4,2,1.8500,2,1.9000,2,1.9000,2,1.9000,0.40,0.15,3.27,0.63,,,,
tekong,1,6,2,5,0,2.0000,0,2.2500,0,2.0000,0,2.0000,9.40,1.02,34.11,1.55,,,,
tekukur,1,7,3,7,0,2.8000,0,2.7000,0,2.7000,0,2.7000,1.20,0.34,0.47,0.17,,,,
tekun,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,22.40,1.37,5.14,0.79,,,,
telaah,1,6,3,6,0,1.9000,0,1.9000,0,1.9000,0,1.9000,1.00,0.30,0.93,0.29,824.7222,0.4091,572.0811,0.8409
teladan,1,7,3,7,1,1.9500,1,1.9500,1,1.9500,1,1.9500,21.40,1.35,5.61,0.82,,,,
telaga,1,6,3,6,1,1.9500,1,1.9500,1,1.9500,1,1.9500,4.40,0.73,5.61,0.82,,,,
telah,1,5,2,5,5,1.7000,5,1.7000,5,1.7000,5,1.7000,"3,667.80",3.56,124.30,2.10,,,,
telahan,2,7,3,7,1,1.9500,1,1.9500,1,1.9500,1,1.9500,1.80,0.45,6.54,0.88,,,,
telan,1,5,2,5,4,1.8000,5,1.7500,5,1.7500,5,1.7500,4.00,0.70,0.93,0.29,609.2051,0.8864,487.5000,1.0000
telanjang,2,9,3,8,0,2.8000,0,2.7500,0,2.7500,0,2.8000,2.00,0.48,0.47,0.17,,,,
telapak,1,7,3,7,0,2.0000,0,2.0000,0,2.0000,0,2.0000,8.20,0.96,4.21,0.72,713.5556,0.8182,534.4286,0.9545
telatah,1,7,3,7,1,1.9000,1,1.9000,1,1.9000,1,1.9500,6.20,0.86,9.35,1.01,,,,
telinga,1,7,3,6,0,2.6000,0,2.2000,0,2.3500,0,2.5000,68.80,1.84,15.89,1.23,,,,
teliti,1,6,3,6,0,2.6000,0,2.6500,0,2.6500,0,2.6500,72.20,1.86,46.73,1.68,,,,
teluk,1,5,2,5,6,1.7000,6,1.7000,7,1.6500,7,1.6500,45.00,1.66,18.69,1.29,,,,
telunjuk,1,8,3,8,0,3.0000,0,2.8500,0,2.8500,0,2.8500,3.60,0.66,0.47,0.17,,,,
telur,1,5,2,5,4,1.8000,4,1.8000,4,1.8000,4,1.8000,136.80,2.14,7.48,0.93,,,,
telus,1,5,2,5,5,1.7500,5,1.7500,5,1.7500,5,1.7500,44.00,1.65,20.56,1.33,,,,
teman,1,5,2,5,7,1.6500,6,1.7000,6,1.7000,6,1.7000,225.40,2.35,65.89,1.83,529.4884,0.9773,473.2326,0.9773
temasya,1,7,3,6,0,2.9000,0,2.6000,0,2.6500,0,2.6500,38.00,1.59,195.79,2.29,,,,
tembaga,1,7,3,7,1,2.0500,1,2.1000,1,2.1000,0,2.1500,10.00,1.04,1.87,0.46,,,,
tembak,1,6,2,6,2,1.9000,3,1.8500,3,1.8500,3,1.8500,1.60,0.41,0.93,0.29,557.3095,0.9545,504.1220,0.9318
tembakan,2,8,3,8,1,1.9500,0,2.5000,0,2.5000,0,2.5000,12.20,1.12,4.21,0.72,,,,
tembakau,1,8,3,7,1,2.5500,0,2.7500,0,2.7500,0,2.7500,6.40,0.87,12.15,1.12,699.3415,0.9318,559.9286,0.9545
tembang,1,7,2,6,7,1.6500,7,1.6500,7,1.6500,7,1.6500,0.00,0.00,0.93,0.29,,,,
tembelang,1,9,3,8,1,2.7000,0,2.7000,0,2.7000,0,2.8000,2.60,0.56,0.93,0.29,,,,
temberang,1,9,3,7,1,2.8000,0,2.8500,0,2.8500,0,2.8500,1.80,0.45,0.47,0.17,,,,
tembikai,1,8,3,7,1,2.8000,0,2.8000,0,2.9000,0,2.9000,2.00,0.48,0.47,0.17,,,,
tembikar,1,8,3,8,1,2.6000,0,2.7500,0,2.7500,0,2.7500,12.20,1.12,0.93,0.29,,,,
tembok,1,6,2,6,1,2.4500,1,2.6000,1,2.2500,1,2.2500,50.40,1.71,28.50,1.47,,,,
tembolok,1,8,3,8,0,2.8000,0,2.8000,0,2.8000,0,2.8000,0.40,0.15,0.47,0.17,,,,
tembun,1,6,2,6,1,1.9000,1,2.1500,1,2.1500,1,2.1500,0.00,0.00,0.93,0.29,,,,
tembus,1,6,2,6,1,1.8500,1,1.8500,1,1.9000,1,1.9000,1.00,0.30,1.40,0.38,,,,
tembusu,1,7,3,7,0,2.5000,0,2.4500,0,2.7000,0,2.7000,0.20,0.08,0.47,0.17,,,,
temeh,1,5,2,5,1,1.9500,1,2.4500,1,2.2500,1,2.2000,0.00,0.00,2.34,0.52,,,,
temenggung,1,10,3,8,0,3.6000,0,3.4500,0,3.6000,0,3.6000,3.20,0.62,0.93,0.29,,,,
tempa,1,5,2,5,4,1.7000,3,1.7500,3,1.7500,3,1.9000,1.20,0.34,0.93,0.29,705.2222,0.2045,561.2813,0.7273
tempah,1,6,2,6,5,1.7000,4,1.7500,4,1.7500,4,1.8000,8.80,0.99,1.87,0.46,,,,
tempahan,2,8,3,8,2,2.1000,2,2.1500,2,2.1500,2,2.1500,127.80,2.11,31.78,1.52,,,,
tempang,1,7,2,6,2,1.9000,2,1.9000,2,1.9000,2,1.9000,2.00,0.48,2.80,0.58,802.6765,0.7727,564.4211,0.8636
tempat,1,6,2,6,2,1.7500,2,1.7500,2,1.7500,2,1.8000,"1,183.60",3.07,"1,123.36",3.05,582.7727,1.0000,475.9024,0.9318
tempatan,2,8,3,8,1,2.2500,1,2.4000,1,2.4000,1,2.4000,161.80,2.21,896.73,2.95,,,,
tempe,1,5,2,5,1,2.0500,0,2.6000,0,2.5000,0,2.5000,7.00,0.90,0.47,0.17,,,,
tempel,1,6,2,6,0,2.2000,0,2.6500,0,2.5500,0,2.5500,0.00,0.00,0.47,0.17,,,,
tempelan,2,8,3,8,0,2.6500,0,3.2000,0,3.0000,0,3.0000,1.40,0.38,2.34,0.52,,,,
tempias,1,7,3,8,0,2.5000,0,2.9000,0,2.9000,0,2.9000,2.20,0.51,6.54,0.88,,,,
tempik,1,6,2,6,0,2.0000,0,2.0000,0,2.1000,0,2.1000,0.00,0.00,0.47,0.17,,,,
tempoh,1,6,2,6,2,2.2000,0,2.6500,1,2.2500,1,2.2500,569.20,2.76,695.79,2.84,,,,
tempoyak,1,8,3,8,0,2.9500,0,3.0500,0,2.9000,0,2.9000,0.60,0.20,1.40,0.38,,,,
tempuh,1,6,2,6,4,1.8000,3,1.8500,4,1.8000,4,1.8000,1.20,0.34,5.61,0.82,,,,
tempur,1,6,2,6,2,1.9000,2,1.9000,2,1.9000,2,1.9000,1.20,0.34,2.80,0.58,,,,
tempurung,1,9,3,8,0,3.2500,0,3.1000,0,3.1500,0,3.1500,6.40,0.87,3.27,0.63,,,,
temu,1,4,2,4,3,1.8500,3,1.8500,3,1.8500,3,1.8500,59.20,1.78,24.30,1.40,591.2045,1.0000,482.0698,0.9773
temurun,2,7,3,7,0,2.6500,0,2.7500,0,2.8000,0,2.8000,1.80,0.45,0.47,0.17,,,,
tenaga,1,6,3,6,1,1.9500,1,1.9500,1,1.9500,1,1.9500,433.60,2.64,310.28,2.49,,,,
tenang,1,6,2,5,9,1.4500,9,1.5500,9,1.5500,9,1.5500,83.80,1.93,64.02,1.81,,,,
tenat,1,5,2,5,4,1.8000,5,1.7000,5,1.7000,5,1.7000,12.80,1.14,4.67,0.75,,,,
